"age","work_class","education","marital_status","occupation","race","sex","hours_per_week","income_class"
25,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,"<=50K"
49,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
57,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
23,"Private","HS-grad","Never-married","Adm-clerical","White","Female",50,"<=50K"
44,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",45,"<=50K"
40,"Private","HS-grad","Separated","Sales","Black","Female",25,"<=50K"
51,"Private","Bachelors","Never-married","Prof-specialty","White","Male",40,"<=50K"
30,"Private","Bachelors","Never-married","Exec-managerial","White","Female",55,"<=50K"
36,"Local-gov","HS-grad","Married-civ-spouse","Other-service","White","Female",35,"<=50K"
32,"Self-emp-not-inc","Bachelors","Divorced","Exec-managerial","Black","Female",30,"<=50K"
30,"State-gov","HS-grad","Never-married","Sales","Black","Female",40,"<=50K"
28,"Private","Bachelors","Never-married","Sales","White","Female",40,"<=50K"
40,"Private","HS-grad","Separated","Other-service","White","Female",47,"<=50K"
33,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
22,"Private","HS-grad","Never-married","Sales","White","Female",30,"<=50K"
55,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
35,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",60,"<=50K"
50,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
37,"Private","Bachelors","Separated","Exec-managerial","White","Male",35,"<=50K"
61,"Private","Prof-school","Married-civ-spouse","Exec-managerial","White","Male",20,"<=50K"
30,"Private","Bachelors","Never-married","Exec-managerial","White","Male",40,"<=50K"
32,"Private","HS-grad","Married-spouse-absent","Other-service","White","Female",20,"<=50K"
37,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",45,"<=50K"
22,"State-gov","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
29,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
61,"Private","HS-grad","Widowed","Exec-managerial","White","Female",40,"<=50K"
40,"Private","Bachelors","Never-married","Other-service","White","Male",37,"<=50K"
55,"Private","HS-grad","Divorced","Prof-specialty","Black","Female",40,"<=50K"
38,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",50,"<=50K"
58,"Private","Doctorate","Never-married","Prof-specialty","White","Male",8,"<=50K"
47,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
45,"Local-gov","HS-grad","Married-spouse-absent","Adm-clerical","Black","Female",40,"<=50K"
35,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
43,"Private","Bachelors","Married-spouse-absent","Prof-specialty","White","Male",40,"<=50K"
35,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
23,"Private","Bachelors","Never-married","Adm-clerical","White","Female",40,"<=50K"
23,"State-gov","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
39,"Private","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",24,"<=50K"
21,"Private","HS-grad","Never-married","Adm-clerical","White","Female",45,"<=50K"
46,"Private","Assoc-acdm","Divorced","Prof-specialty","White","Female",40,"<=50K"
28,"Private","HS-grad","Never-married","Adm-clerical","White","Male",40,"<=50K"
42,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
58,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,"<=50K"
28,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
23,"Private","Bachelors","Never-married","Sales","White","Female",40,"<=50K"
37,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",60,"<=50K"
47,"Private","Masters","Divorced","Prof-specialty","White","Female",40,"<=50K"
26,"Local-gov","HS-grad","Never-married","Other-service","Black","Female",25,"<=50K"
42,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",45,"<=50K"
29,"Federal-gov","Bachelors","Never-married","Prof-specialty","Black","Male",40,"<=50K"
28,"Self-emp-not-inc","HS-grad","Divorced","Exec-managerial","White","Female",40,"<=50K"
25,"State-gov","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
25,"Local-gov","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
38,"Private","HS-grad","Divorced","Other-service","White","Male",32,"<=50K"
58,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
40,"Private","Assoc-acdm","Never-married","Tech-support","Black","Male",40,"<=50K"
39,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
36,"Private","Bachelors","Never-married","Prof-specialty","White","Female",32,"<=50K"
46,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
36,"Private","Assoc-acdm","Divorced","Adm-clerical","White","Female",42,"<=50K"
45,"Private","Bachelors","Divorced","Exec-managerial","White","Male",45,"<=50K"
78,"Private","HS-grad","Widowed","Sales","White","Female",12,"<=50K"
37,"Private","HS-grad","Divorced","Tech-support","White","Male",45,"<=50K"
25,"Private","Bachelors","Never-married","Tech-support","White","Male",40,"<=50K"
39,"Private","Bachelors","Never-married","Exec-managerial","White","Female",35,"<=50K"
34,"Private","Bachelors","Never-married","Other-service","White","Female",15,"<=50K"
24,"State-gov","Bachelors","Never-married","Prof-specialty","White","Male",40,"<=50K"
24,"Private","Bachelors","Never-married","Exec-managerial","White","Male",45,"<=50K"
21,"Private","Assoc-acdm","Never-married","Adm-clerical","White","Female",8,"<=50K"
71,"Federal-gov","HS-grad","Widowed","Exec-managerial","White","Male",9,"<=50K"
47,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,"<=50K"
21,"Private","HS-grad","Never-married","Other-service","White","Male",37,"<=50K"
22,"Private","Bachelors","Never-married","Exec-managerial","White","Female",7,"<=50K"
36,"Local-gov","Bachelors","Never-married","Prof-specialty","White","Male",50,"<=50K"
23,"Private","Bachelors","Never-married","Farming-fishing","White","Male",40,"<=50K"
25,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
67,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",55,"<=50K"
41,"Private","HS-grad","Divorced","Sales","Black","Female",38,"<=50K"
46,"Private","HS-grad","Divorced","Prof-specialty","White","Female",40,"<=50K"
41,"Private","Bachelors","Divorced","Other-service","White","Male",40,"<=50K"
32,"Private","HS-grad","Never-married","Farming-fishing","White","Male",40,"<=50K"
48,"State-gov","Masters","Divorced","Prof-specialty","White","Female",40,"<=50K"
36,"Private","HS-grad","Divorced","Sales","White","Female",40,"<=50K"
48,"Local-gov","Assoc-acdm","Separated","Adm-clerical","Black","Female",40,"<=50K"
42,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",48,"<=50K"
22,"Federal-gov","HS-grad","Never-married","Adm-clerical","White","Male",40,"<=50K"
67,"Local-gov","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",35,"<=50K"
24,"Private","Bachelors","Never-married","Prof-specialty","White","Male",40,"<=50K"
49,"Local-gov","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
53,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Black","Male",35,"<=50K"
36,"Private","HS-grad","Divorced","Exec-managerial","White","Male",45,"<=50K"
38,"Private","HS-grad","Never-married","Other-service","White","Female",40,"<=50K"
44,"Local-gov","Masters","Never-married","Prof-specialty","White","Female",40,"<=50K"
31,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
61,"Local-gov","Doctorate","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
29,"Private","HS-grad","Never-married","Sales","White","Female",10,"<=50K"
28,"Private","HS-grad","Never-married","Other-service","White","Female",40,"<=50K"
63,"Local-gov","Bachelors","Never-married","Prof-specialty","Black","Female",21,"<=50K"
34,"Private","HS-grad","Never-married","Prof-specialty","White","Female",30,"<=50K"
27,"Private","HS-grad","Never-married","Sales","White","Male",50,"<=50K"
36,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
27,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,"<=50K"
56,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",50,"<=50K"
61,"Federal-gov","HS-grad","Divorced","Adm-clerical","Black","Female",20,"<=50K"
24,"Private","Bachelors","Never-married","Prof-specialty","White","Female",20,"<=50K"
27,"Private","HS-grad","Never-married","Exec-managerial","White","Female",40,"<=50K"
55,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Female",10,"<=50K"
33,"State-gov","Masters","Never-married","Prof-specialty","White","Male",30,"<=50K"
60,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,"<=50K"
37,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","White","Male",45,"<=50K"
29,"Private","Assoc-acdm","Never-married","Tech-support","White","Male",45,"<=50K"
25,"Private","Bachelors","Never-married","Adm-clerical","White","Female",40,"<=50K"
33,"Private","Bachelors","Divorced","Adm-clerical","White","Female",45,"<=50K"
47,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",45,"<=50K"
18,"Private","HS-grad","Never-married","Other-service","White","Male",35,"<=50K"
33,"Private","HS-grad","Divorced","Other-service","White","Female",30,"<=50K"
41,"Private","HS-grad","Separated","Other-service","White","Female",40,"<=50K"
28,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,"<=50K"
36,"Private","HS-grad","Never-married","Other-service","Black","Female",40,"<=50K"
40,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",48,"<=50K"
34,"Local-gov","Masters","Never-married","Prof-specialty","White","Female",40,"<=50K"
52,"Self-emp-not-inc","HS-grad","Divorced","Farming-fishing","White","Male",25,"<=50K"
84,"Private","Masters","Never-married","Prof-specialty","White","Male",66,"<=50K"
59,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",60,"<=50K"
19,"Private","HS-grad","Never-married","Sales","White","Female",8,"<=50K"
29,"Private","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",60,"<=50K"
19,"Private","HS-grad","Separated","Adm-clerical","White","Female",30,"<=50K"
50,"State-gov","Bachelors","Divorced","Exec-managerial","White","Female",40,"<=50K"
38,"State-gov","HS-grad","Divorced","Adm-clerical","White","Female",38,"<=50K"
40,"Private","HS-grad","Divorced","Adm-clerical","Black","Male",40,"<=50K"
31,"Private","HS-grad","Never-married","Sales","Black","Female",40,"<=50K"
42,"Private","Bachelors","Divorced","Prof-specialty","White","Female",15,"<=50K"
60,"Local-gov","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
26,"Private","Bachelors","Never-married","Sales","White","Male",48,"<=50K"
25,"Private","HS-grad","Divorced","Other-service","White","Male",50,"<=50K"
54,"Private","HS-grad","Divorced","Exec-managerial","White","Female",45,"<=50K"
28,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",60,"<=50K"
47,"Private","HS-grad","Divorced","Adm-clerical","Black","Female",40,"<=50K"
42,"Private","HS-grad","Divorced","Other-service","Black","Male",35,"<=50K"
35,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,"<=50K"
34,"Private","HS-grad","Divorced","Adm-clerical","Black","Male",42,"<=50K"
37,"Self-emp-inc","Bachelors","Never-married","Exec-managerial","White","Male",40,"<=50K"
46,"Private","HS-grad","Never-married","Adm-clerical","White","Female",37,"<=50K"
46,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",65,"<=50K"
34,"Private","HS-grad","Never-married","Sales","White","Female",40,"<=50K"
32,"Private","HS-grad","Never-married","Adm-clerical","White","Male",38,"<=50K"
62,"Private","HS-grad","Widowed","Adm-clerical","White","Female",38,"<=50K"
59,"Private","HS-grad","Separated","Sales","Black","Female",40,"<=50K"
22,"Private","Bachelors","Never-married","Adm-clerical","White","Male",40,"<=50K"
45,"Private","Bachelors","Divorced","Exec-managerial","White","Male",40,"<=50K"
21,"Private","HS-grad","Never-married","Other-service","White","Female",40,"<=50K"
26,"Local-gov","Masters","Never-married","Prof-specialty","White","Female",40,"<=50K"
38,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",55,"<=50K"
34,"Private","HS-grad","Never-married","Other-service","Black","Male",30,"<=50K"
30,"Local-gov","HS-grad","Separated","Other-service","White","Female",26,"<=50K"
28,"Private","HS-grad","Never-married","Sales","White","Male",48,"<=50K"
40,"State-gov","Bachelors","Divorced","Prof-specialty","White","Male",40,"<=50K"
49,"Private","HS-grad","Divorced","Adm-clerical","White","Male",40,"<=50K"
34,"Private","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",27,"<=50K"
28,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,"<=50K"
44,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
85,"Self-emp-not-inc","HS-grad","Widowed","Sales","White","Female",50,"<=50K"
59,"Private","Bachelors","Divorced","Exec-managerial","White","Male",40,"<=50K"
23,"Private","Bachelors","Never-married","Other-service","White","Male",40,"<=50K"
51,"Private","HS-grad","Married-spouse-absent","Sales","Black","Female",38,"<=50K"
36,"Private","Bachelors","Never-married","Tech-support","White","Male",40,"<=50K"
23,"Private","Bachelors","Never-married","Prof-specialty","White","Female",16,"<=50K"
24,"Private","HS-grad","Never-married","Other-service","Black","Male",40,"<=50K"
67,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",10,"<=50K"
45,"Private","HS-grad","Separated","Sales","White","Female",40,"<=50K"
47,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",30,"<=50K"
28,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Black","Male",40,"<=50K"
54,"Private","HS-grad","Divorced","Other-service","White","Female",40,"<=50K"
31,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
28,"Private","Bachelors","Never-married","Adm-clerical","White","Male",40,"<=50K"
34,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",55,"<=50K"
26,"State-gov","Bachelors","Never-married","Prof-specialty","White","Female",60,"<=50K"
28,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
29,"State-gov","Masters","Married-civ-spouse","Adm-clerical","White","Male",36,"<=50K"
47,"Federal-gov","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
36,"Local-gov","Bachelors","Separated","Prof-specialty","White","Male",40,"<=50K"
61,"Local-gov","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
32,"Private","Bachelors","Never-married","Adm-clerical","White","Female",48,"<=50K"
63,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",30,"<=50K"
33,"Private","HS-grad","Married-spouse-absent","Sales","White","Male",20,"<=50K"
78,"Local-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",15,"<=50K"
25,"Private","HS-grad","Never-married","Exec-managerial","White","Female",40,"<=50K"
33,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
34,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",40,"<=50K"
88,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
65,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","White","Male",50,"<=50K"
24,"Private","Bachelors","Never-married","Sales","White","Male",40,"<=50K"
23,"Private","HS-grad","Never-married","Other-service","White","Female",35,"<=50K"
28,"Private","Assoc-acdm","Never-married","Adm-clerical","White","Female",40,"<=50K"
25,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,"<=50K"
38,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",45,"<=50K"
75,"Self-emp-not-inc","Masters","Widowed","Sales","White","Male",45,"<=50K"
23,"Private","Bachelors","Never-married","Sales","White","Male",32,"<=50K"
60,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
55,"Private","HS-grad","Never-married","Adm-clerical","White","Female",45,"<=50K"
39,"Private","Bachelors","Divorced","Sales","White","Female",40,"<=50K"
22,"Private","HS-grad","Never-married","Adm-clerical","Black","Female",38,"<=50K"
60,"State-gov","HS-grad","Widowed","Adm-clerical","White","Female",35,"<=50K"
49,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",44,"<=50K"
36,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
40,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
36,"Private","HS-grad","Never-married","Adm-clerical","Black","Female",40,"<=50K"
25,"Private","Assoc-acdm","Divorced","Adm-clerical","White","Female",40,"<=50K"
52,"Private","HS-grad","Never-married","Adm-clerical","Black","Female",40,"<=50K"
25,"Private","HS-grad","Never-married","Adm-clerical","Black","Male",40,"<=50K"
21,"Private","HS-grad","Separated","Farming-fishing","White","Male",40,"<=50K"
60,"Self-emp-inc","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
41,"State-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,"<=50K"
24,"Private","Bachelors","Never-married","Sales","White","Male",45,"<=50K"
34,"Private","Masters","Never-married","Exec-managerial","White","Male",40,"<=50K"
44,"Private","HS-grad","Married-spouse-absent","Adm-clerical","Black","Female",40,"<=50K"
18,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
43,"Private","HS-grad","Separated","Sales","White","Female",30,"<=50K"
25,"Private","HS-grad","Never-married","Exec-managerial","White","Male",45,"<=50K"
25,"State-gov","Masters","Never-married","Exec-managerial","White","Male",40,"<=50K"
37,"Private","HS-grad","Never-married","Other-service","Black","Female",30,"<=50K"
32,"State-gov","HS-grad","Never-married","Exec-managerial","White","Male",50,"<=50K"
28,"Private","Bachelors","Never-married","Prof-specialty","White","Female",15,"<=50K"
51,"Private","Bachelors","Separated","Sales","White","Male",40,"<=50K"
30,"Local-gov","Bachelors","Divorced","Prof-specialty","White","Female",40,"<=50K"
28,"Private","HS-grad","Separated","Sales","Black","Female",40,"<=50K"
25,"Private","Bachelors","Never-married","Sales","White","Male",40,"<=50K"
35,"Private","HS-grad","Divorced","Exec-managerial","White","Male",60,"<=50K"
46,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
67,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",55,"<=50K"
24,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,"<=50K"
20,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
39,"Private","Doctorate","Divorced","Prof-specialty","White","Female",80,"<=50K"
26,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","White","Female",40,"<=50K"
20,"Private","HS-grad","Never-married","Sales","White","Female",38,"<=50K"
24,"Private","HS-grad","Never-married","Other-service","Black","Female",40,"<=50K"
48,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
34,"Private","HS-grad","Divorced","Adm-clerical","White","Female",35,"<=50K"
46,"State-gov","HS-grad","Divorced","Exec-managerial","White","Male",40,"<=50K"
40,"Federal-gov","Masters","Never-married","Prof-specialty","White","Male",40,"<=50K"
19,"Without-pay","HS-grad","Never-married","Farming-fishing","White","Male",20,"<=50K"
46,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",50,"<=50K"
45,"Private","HS-grad","Divorced","Adm-clerical","White","Female",28,"<=50K"
43,"Private","Assoc-acdm","Never-married","Sales","White","Male",40,"<=50K"
44,"State-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
19,"Private","HS-grad","Married-civ-spouse","Other-service","Black","Female",16,"<=50K"
30,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",50,"<=50K"
33,"Private","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",50,"<=50K"
29,"Private","HS-grad","Never-married","Adm-clerical","Black","Female",60,"<=50K"
42,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,"<=50K"
44,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",38,"<=50K"
50,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
21,"Private","HS-grad","Never-married","Sales","White","Female",40,"<=50K"
33,"Self-emp-not-inc","Assoc-acdm","Never-married","Other-service","Black","Male",32,"<=50K"
29,"Self-emp-not-inc","HS-grad","Never-married","Farming-fishing","White","Male",40,"<=50K"
33,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",94,"<=50K"
27,"Local-gov","Masters","Never-married","Prof-specialty","White","Male",35,"<=50K"
45,"State-gov","Masters","Divorced","Exec-managerial","White","Male",45,"<=50K"
37,"Private","HS-grad","Divorced","Exec-managerial","White","Male",35,"<=50K"
33,"Private","HS-grad","Never-married","Adm-clerical","Black","Male",40,"<=50K"
31,"Self-emp-not-inc","HS-grad","Never-married","Other-service","White","Female",40,"<=50K"
35,"Private","HS-grad","Never-married","Sales","White","Female",40,"<=50K"
53,"Private","HS-grad","Divorced","Adm-clerical","White","Female",40,"<=50K"
61,"Self-emp-inc","Masters","Widowed","Exec-managerial","White","Female",99,"<=50K"
42,"Federal-gov","Bachelors","Divorced","Adm-clerical","White","Male",40,"<=50K"
48,"Local-gov","Bachelors","Never-married","Adm-clerical","White","Female",35,"<=50K"
56,"Private","HS-grad","Divorced","Tech-support","Black","Female",40,"<=50K"
30,"Private","Masters","Never-married","Prof-specialty","White","Female",45,"<=50K"
64,"Self-emp-inc","Bachelors","Divorced","Sales","White","Male",45,"<=50K"
34,"Private","HS-grad","Separated","Adm-clerical","White","Female",40,"<=50K"
27,"Private","Bachelors","Never-married","Exec-managerial","White","Female",40,"<=50K"
27,"Private","Bachelors","Never-married","Tech-support","White","Male",40,"<=50K"
36,"Private","HS-grad","Divorced","Adm-clerical","White","Female",38,"<=50K"
47,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Farming-fishing","White","Male",60,"<=50K"
60,"State-gov","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
68,"Private","HS-grad","Widowed","Adm-clerical","White","Female",30,"<=50K"
43,"Private","HS-grad","Never-married","Adm-clerical","White","Female",40,"<=50K"
41,"Self-emp-not-inc","HS-grad","Divorced","Sales","White","Male",45,"<=50K"
26,"Private","Bachelors","Never-married","Exec-managerial","White","Male",55,"<=50K"
24,"Private","Bachelors","Never-married","Adm-clerical","White","Female",20,"<=50K"
34,"Private","HS-grad","Divorced","Adm-clerical","White","Male",40,"<=50K"
57,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
66,"Private","HS-grad","Married-civ-spouse","Other-service","Black","Male",4,"<=50K"
28,"Private","HS-grad","Never-married","Other-service","Black","Female",48,"<=50K"
53,"Private","HS-grad","Never-married","Sales","White","Female",40,"<=50K"
22,"Private","Bachelors","Never-married","Exec-managerial","White","Female",40,"<=50K"
30,"Private","HS-grad","Separated","Adm-clerical","White","Female",40,"<=50K"
40,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",45,"<=50K"
24,"Private","HS-grad","Never-married","Other-service","White","Female",30,"<=50K"
68,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,"<=50K"
47,"Private","HS-grad","Never-married","Adm-clerical","White","Male",33,"<=50K"
59,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","White","Male",60,"<=50K"
58,"Federal-gov","Bachelors","Never-married","Prof-specialty","White","Male",48,"<=50K"
42,"Private","HS-grad","Divorced","Sales","White","Male",47,"<=50K"
29,"Private","HS-grad","Separated","Adm-clerical","White","Female",40,"<=50K"
30,"Private","HS-grad","Married-civ-spouse","Other-service","White","Female",30,"<=50K"
39,"Private","Bachelors","Divorced","Sales","White","Male",60,"<=50K"
41,"State-gov","Masters","Divorced","Prof-specialty","White","Female",35,"<=50K"
29,"Private","HS-grad","Divorced","Adm-clerical","White","Female",50,"<=50K"
31,"Private","HS-grad","Never-married","Exec-managerial","Black","Male",40,"<=50K"
22,"Private","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
28,"Private","Bachelors","Never-married","Adm-clerical","White","Male",40,"<=50K"
46,"Self-emp-not-inc","HS-grad","Widowed","Other-service","White","Female",40,"<=50K"
41,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Black","Male",45,"<=50K"
22,"Private","Bachelors","Never-married","Sales","White","Female",20,"<=50K"
39,"Private","Masters","Never-married","Exec-managerial","White","Female",45,"<=50K"
40,"Private","HS-grad","Widowed","Other-service","Black","Female",40,"<=50K"
37,"State-gov","Bachelors","Never-married","Prof-specialty","White","Male",38,"<=50K"
24,"Local-gov","HS-grad","Never-married","Other-service","White","Male",40,"<=50K"
24,"Private","Bachelors","Never-married","Adm-clerical","White","Male",40,"<=50K"
44,"State-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,"<=50K"
37,"Private","HS-grad","Divorced","Other-service","White","Female",12,"<=50K"
32,"Private","HS-grad","Divorced","Other-service","Black","Female",16,"<=50K"
43,"Private","HS-grad","Divorced","Tech-support","Black","Female",35,"<=50K"
55,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",40,"<=50K"
38,"Private","HS-grad","Divorced","Other-service","White","Female",25,"<=50K"
50,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
30,"Self-emp-not-inc","Prof-school","Never-married","Prof-specialty","White","Male",40,"<=50K"
35,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",45,"<=50K"
46,"Private","Bachelors","Separated","Prof-specialty","Black","Female",36,"<=50K"
31,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,"<=50K"
58,"Self-emp-not-inc","Bachelors","Never-married","Farming-fishing","White","Male",72,"<=50K"
19,"Private","HS-grad","Never-married","Adm-clerical","White","Female",35,"<=50K"
25,"Local-gov","Bachelors","Never-married","Adm-clerical","White","Female",40,"<=50K"
47,"Private","Masters","Divorced","Prof-specialty","White","Female",40,"<=50K"
23,"Private","HS-grad","Never-married","Sales","White","Male",48,"<=50K"
36,"State-gov","Masters","Never-married","Prof-specialty","White","Female",40,"<=50K"
76,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",24,"<=50K"
30,"Private","HS-grad","Never-married","Sales","White","Female",35,"<=50K"
26,"Self-emp-not-inc","HS-grad","Never-married","Sales","White","Male",40,"<=50K"
54,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,"<=50K"
19,"Private","HS-grad","Never-married","Other-service","Black","Male",30,"<=50K"
56,"Self-emp-not-inc","Masters","Never-married","Sales","White","Male",16,"<=50K"
50,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Female",40,"<=50K"
44,"State-gov","HS-grad","Married-civ-spouse","Other-service","White","Female",15,"<=50K"
34,"Private","HS-grad","Married-spouse-absent","Other-service","White","Female",65,"<=50K"
51,"Private","HS-grad","Widowed","Other-service","White","Female",32,"<=50K"
62,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",20,"<=50K"
27,"State-gov","Bachelors","Never-married","Prof-specialty","White","Male",9,"<=50K"
25,"Private","Assoc-acdm","Never-married","Tech-support","White","Female",45,"<=50K"
27,"Private","Bachelors","Never-married","Sales","Black","Female",40,"<=50K"
47,"State-gov","HS-grad","Divorced","Adm-clerical","White","Female",38,"<=50K"
67,"Private","HS-grad","Divorced","Sales","White","Female",20,"<=50K"
35,"Private","HS-grad","Separated","Other-service","Black","Female",30,"<=50K"
